Report Generated by : Nilesh
Report generated on : 10/26/2018 7:39:03 AM
<th>,HostName,</th>,<th>,Software,</th>,<th>,Installation Date,</th>,<th>,Version,</th>,<th>,Size,</th>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Core Interpreter (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,3.49 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Documentation (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,7.75 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel® Trusted Connect Service Client,</td>,<td>,09/01/2015,</td>,<td>,1.35,</td>,<td>,16.51 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Management Engine Components,</td>,<td>,09/01/2015,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,</td>,<td>,09/01/2018,</td>,<td>,10.0,</td>,<td>,13.87 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2017 x64 Minimum Runtime - 14.13.26020,</td>,<td>,12/04/2018,</td>,<td>,14.13,</td>,<td>,2.11 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,AMD Accelerated Video Transcoding,</td>,<td>,09/01/2015,</td>,<td>,13.30,</td>,<td>,5.45 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Java 8 Update 181 (64-bit),</td>,<td>,06/09/2018,</td>,<td>,8.0,</td>,<td>,36.59 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Security Client,</td>,<td>,05/02/2018,</td>,<td>,4.10,</td>,<td>,16.31 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,HP Device Access Manager,</td>,<td>,09/01/2015,</td>,<td>,8.3,</td>,<td>,32.34 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030,</td>,<td>,23/02/2018,</td>,<td>,11.0,</td>,<td>,11.98 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Rapid Storage Technology,</td>,<td>,23/02/2018,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) ME UninstallLegacy,</td>,<td>,09/01/2015,</td>,<td>,1.0,</td>,<td>,0.38 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Tcl/Tk Support (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,15.82 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Standard Library (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,23.46 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Rapid Storage Technology,</td>,<td>,12/06/2018,</td>,<td>,13.2,</td>,<td>,20.58 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) WiDi,</td>,<td>,09/01/2015,</td>,<td>,5.0,</td>,<td>,77.68 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Executables (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.92 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,</td>,<td>,28/12/2017,</td>,<td>,9.0,</td>,<td>,0.77 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Java SE Development Kit 8 Update 161 (64-bit),</td>,<td>,13/04/2018,</td>,<td>,8.0,</td>,<td>,349.24 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Bonjour,</td>,<td>,10/09/2018,</td>,<td>,3.0,</td>,<td>,2.04 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Chipset Device Software,</td>,<td>,30/06/2018,</td>,<td>,10.1,</td>,<td>,0.91 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel® Hardware Accelerated Execution Manager,</td>,<td>,05/09/2018,</td>,<td>,7.3,</td>,<td>,0.68 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Add to Path (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.04 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,HP Client Security Manager,</td>,<td>,09/01/2015,</td>,<td>,8.3,</td>,<td>,186.78 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Silverlight,</td>,<td>,13/01/2018,</td>,<td>,5.1,</td>,<td>,50.74 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Office 16 Click-to-Run Licensing Component,</td>,<td>,25/10/2018,</td>,<td>,16.0,</td>,<td>,14.83 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Office 16 Click-to-Run Extensibility Component 64-bit Registration,</td>,<td>,25/10/2018,</td>,<td>,16.0,</td>,<td>,1.49 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005,</td>,<td>,09/01/2015,</td>,<td>,12.0,</td>,<td>,11.51 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft .NET Framework 4.7.2,</td>,<td>,09/01/2015,</td>,<td>, ,</td> ,<td>,38.8 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual Studio 2010 Tools for Office Runtime (x64),</td>,<td>,09/01/2018,</td>,<td>,10.0,</td>,<td>,4.24 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 pip Bootstrap (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.24 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005,</td>,<td>,09/01/2015,</td>,<td>,12.0,</td>,<td>,2.47 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Internet Explorer (Enable DEP),</td>,<td>,09/01/2015,</td>,<td>,.,</td>,<td>, ,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2005 Redistributable (x64),</td>,<td>,26/12/2017,</td>,<td>,8.0,</td>,<td>,0.56 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Validity Fingerprint Sensor Driver,</td>,<td>,09/01/2015,</td>,<td>,4.5,</td>,<td>,35.08 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Management Engine Components,</td>,<td>,09/01/2015,</td>,<td>,1.0,</td>,<td>,0.88 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Development Libraries (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,2.29 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Node.js,</td>,<td>,16/09/2018,</td>,<td>,8.12,</td>,<td>,47.95 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2017 x64 Additional Runtime - 14.13.26020,</td>,<td>,12/04/2018,</td>,<td>,14.13,</td>,<td>,12.4 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Test Suite (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,19.64 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,AMD Catalyst Install Manager,</td>,<td>,09/01/2015,</td>,<td>,8.0,</td>,<td>,26.66 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030,</td>,<td>,23/02/2018,</td>,<td>,11.0,</td>,<td>,1.95 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Management Engine Components,</td>,<td>,09/01/2015,</td>,<td>,10.0,</td>,<td>,1.41 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,MySQL Workbench 6.3 CE,</td>,<td>,13/04/2018,</td>,<td>,6.3,</td>,<td>,148.06 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Python 3.6.6 Utility Scripts (64-bit),</td>,<td>,31/07/2018,</td>,<td>,3.6,</td>,<td>,0.73 MB,</td>,</tr>
<tr>,<td>,localhost,</td>,<td>,Intel(R) Management Engine Components,</td>,<td>,09/01/2015,</td>,<td>,1.0,</td>,<td>,20.05 MB,</td>,</tr>
