Storage,Volume Size: ,39.06 GB
Storage,Free Space: ,17.50 GB
Storage,Volume: ,E:
Storage,Compressed: ,False
Storage,File System: ,NTFS
Storage,Volume Size: ,39.06 GB
Storage,Free Space: ,13.77 GB
Storage,Volume: ,F:
Storage,Compressed: ,False
Storage,File System: ,NTFS
Storage,Volume Size: ,41.63 GB
Storage,Free Space: ,32.33 GB
,Networks
Net,Network Adapter: ,Realtek RTL8139/810x Family Fast Ethernet NIC
Net,MAC Address: ,00:16:76:CE:E8:05
Net,DHCP Enabled: ,True
Net,IP Address: ,192.168.2.5,fe80::f05c:bc8b:7740:3f16
Net,Subnet Mask: ,255.255.255.0,64
Net,Default Gateway: ,192.168.2.1
,Lease Obtained: ,10/26/18 7:40:12 AM
,Lease Exipres: ,10/27/18 7:40:12 AM
,DHCP Servers: ,192.168.2.1
Net,DNS Server: ,192.168.2.1
,System Information
System,Computer: ,                                
System,Serial Number: ,                                
System,BIOS Version: ,GC11010N.86A.0311.2006.0420.1525
System,UUID: ,1A4E6E04-754B-DB11-800F-00E0188D425D
,Port Information
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,PRIMARY IDE
,PortType: ,0
,Tag: ,Port Connector 0
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,SECONDARY IDE
,PortType: ,0
,Tag: ,Port Connector 1
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,FDD
,PortType: ,161
,Tag: ,Port Connector 2
,ExternalReferenceDesignator: , 
,InternalReferenceDesignator: ,COM1
,PortType: ,7
,Tag: ,Port Connector 3
,ExternalReferenceDesignator: , 
,InternalReferenceDesignator: ,LPT1
,PortType: ,5
,Tag: ,Port Connector 4
,ExternalReferenceDesignator: , 
,InternalReferenceDesignator: ,PS/2 Keyboard
,PortType: ,13
,Tag: ,Port Connector 5
,ExternalReferenceDesignator: , 
,InternalReferenceDesignator: ,PS/2 Mouse
,PortType: ,14
,Tag: ,Port Connector 6
,ExternalReferenceDesignator: ,USB1
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 7
,ExternalReferenceDesignator: ,USB2
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 8
,ExternalReferenceDesignator: ,USB3
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 9
,ExternalReferenceDesignator: ,USB4
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 10
,ExternalReferenceDesignator: ,USB5
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 11
,ExternalReferenceDesignator: ,USB6
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 12
,ExternalReferenceDesignator: ,USB7
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 13
,ExternalReferenceDesignator: ,USB8
,InternalReferenceDesignator: ,
,PortType: ,16
,Tag: ,Port Connector 14
,ExternalReferenceDesignator: ,VIDEO
,InternalReferenceDesignator: ,
,PortType: ,28
,Tag: ,Port Connector 15
,ExternalReferenceDesignator: ,Line In
,InternalReferenceDesignator: ,Line In
,PortType: ,29
,Tag: ,Port Connector 16
,ExternalReferenceDesignator: ,Line Out
,InternalReferenceDesignator: ,Line Out
,PortType: ,29
,Tag: ,Port Connector 17
,ExternalReferenceDesignator: ,Mic In
,InternalReferenceDesignator: ,Mic In
,PortType: ,29
,Tag: ,Port Connector 18
,ExternalReferenceDesignator: ,CD In
,InternalReferenceDesignator: ,CD In
,PortType: ,29
,Tag: ,Port Connector 19
,ExternalReferenceDesignator: ,Front Panel
,InternalReferenceDesignator: ,Front Panel
,PortType: ,29
,Tag: ,Port Connector 20
,ExternalReferenceDesignator: ,ETHERNET
,InternalReferenceDesignator: ,
,PortType: ,31
,Tag: ,Port Connector 21
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,SATA1
,PortType: ,0
,Tag: ,Port Connector 22
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,SATA2
,PortType: ,0
,Tag: ,Port Connector 23
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,SATA3
,PortType: ,0
,Tag: ,Port Connector 24
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,SATA4
,PortType: ,0
,Tag: ,Port Connector 25
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,CPU_FAN1
,PortType: ,0
,Tag: ,Port Connector 26
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,CHA_FAN1
,PortType: ,0
,Tag: ,Port Connector 27
,ExternalReferenceDesignator: ,
,InternalReferenceDesignator: ,CHA_FAN2
,PortType: ,0
,Tag: ,Port Connector 28
,User Information
,Caption: ,MYPC-PC\Administrator
,Domain: ,MYPC-PC
,FullName: ,
,Caption: ,MYPC-PC\Guest
,Domain: ,MYPC-PC
,FullName: ,
,Caption: ,MYPC-PC\MY  PC
,Domain: ,MYPC-PC
,FullName: ,SANCHIT
,Driver Information
,Description: ,1394 OHCI Compliant Host Controller
,Name: ,1394ohci
,PathName: ,C:\Windows\system32\DRIVERS\1394ohci.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft ACPI Driver
,Name: ,ACPI
,PathName: ,C:\Windows\system32\DRIVERS\ACPI.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,ACPI Power Meter Driver
,Name: ,AcpiPmi
,PathName: ,C:\Windows\system32\DRIVERS\acpipmi.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,adp94xx
,Name: ,adp94xx
,PathName: ,C:\Windows\system32\DRIVERS\adp94xx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,adpahci
,Name: ,adpahci
,PathName: ,C:\Windows\system32\DRIVERS\adpahci.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,adpu320
,Name: ,adpu320
,PathName: ,C:\Windows\system32\DRIVERS\adpu320.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Ancillary Function Driver for Winsock
,Name: ,AFD
,PathName: ,C:\Windows\system32\drivers\afd.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Intel AGP Bus Filter
,Name: ,agp440
,PathName: ,C:\Windows\system32\DRIVERS\agp440.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,aic78xx
,Name: ,aic78xx
,PathName: ,C:\Windows\system32\DRIVERS\djsvs.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,aliide
,Name: ,aliide
,PathName: ,C:\Windows\system32\DRIVERS\aliide.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,AMD AGP Bus Filter Driver
,Name: ,amdagp
,PathName: ,C:\Windows\system32\DRIVERS\amdagp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,amdide
,Name: ,amdide
,PathName: ,C:\Windows\system32\DRIVERS\amdide.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,AMD K8 Processor Driver
,Name: ,AmdK8
,PathName: ,C:\Windows\system32\DRIVERS\amdk8.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,AMD Processor Driver
,Name: ,AmdPPM
,PathName: ,C:\Windows\system32\DRIVERS\amdppm.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,amdsata
,Name: ,amdsata
,PathName: ,C:\Windows\system32\DRIVERS\amdsata.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,amdsbs
,Name: ,amdsbs
,PathName: ,C:\Windows\system32\DRIVERS\amdsbs.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,amdxata
,Name: ,amdxata
,PathName: ,C:\Windows\system32\DRIVERS\amdxata.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,ADB Interface Driver
,Name: ,androidusb
,PathName: ,C:\Windows\system32\Drivers\lgandadb.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,AppID Driver
,Name: ,AppID
,PathName: ,C:\Windows\system32\drivers\appid.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,arc
,Name: ,arc
,PathName: ,C:\Windows\system32\DRIVERS\arc.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,arcsas
,Name: ,arcsas
,PathName: ,C:\Windows\system32\DRIVERS\arcsas.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,RAS Asynchronous Media Driver
,Name: ,AsyncMac
,PathName: ,C:\Windows\system32\DRIVERS\asyncmac.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,IDE Channel
,Name: ,atapi
,PathName: ,C:\Windows\system32\DRIVERS\atapi.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,ati2mtag
,Name: ,ati2mtag
,PathName: ,C:\Windows\system32\DRIVERS\ati2mtag.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Broadcom NetXtreme II VBD
,Name: ,b06bdrv
,PathName: ,C:\Windows\system32\DRIVERS\bxvbdx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Broadcom NetXtreme Gigabit Ethernet - NDIS 6.0
,Name: ,b57nd60x
,PathName: ,C:\Windows\system32\DRIVERS\b57nd60x.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Beep
,Name: ,Beep
,PathName: ,C:\Windows\system32\drivers\Beep.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,blbdrive
,Name: ,blbdrive
,PathName: ,C:\Windows\system32\DRIVERS\blbdrive.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Browser Support Driver
,Name: ,bowser
,PathName: ,C:\Windows\system32\DRIVERS\bowser.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Brother USB Mass-Storage Lower Filter Driver
,Name: ,BrFiltLo
,PathName: ,C:\Windows\system32\DRIVERS\BrFiltLo.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Brother USB Mass-Storage Upper Filter Driver
,Name: ,BrFiltUp
,PathName: ,C:\Windows\system32\DRIVERS\BrFiltUp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Brother MFC Serial Port Interface Driver (WDM)
,Name: ,Brserid
,PathName: ,C:\Windows\system32\Drivers\Brserid.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Brother WDM Serial driver
,Name: ,BrSerWdm
,PathName: ,C:\Windows\system32\Drivers\BrSerWdm.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Brother MFC USB Fax Only Modem
,Name: ,BrUsbMdm
,PathName: ,C:\Windows\system32\Drivers\BrUsbMdm.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Brother MFC USB Serial WDM Driver
,Name: ,BrUsbSer
,PathName: ,C:\Windows\system32\Drivers\BrUsbSer.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Bluetooth Serial Communications Driver
,Name: ,BTHMODEM
,PathName: ,C:\Windows\system32\DRIVERS\bthmodem.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,CD/DVD File System Reader
,Name: ,cdfs
,PathName: ,C:\Windows\system32\DRIVERS\cdfs.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,CD-ROM Driver
,Name: ,cdrom
,PathName: ,C:\Windows\system32\DRIVERS\cdrom.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Consumer IR Devices
,Name: ,circlass
,PathName: ,C:\Windows\system32\DRIVERS\circlass.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Common Log (CLFS)
,Name: ,CLFS
,PathName: ,C:\Windows\system32\CLFS.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft ACPI Control Method Battery Driver
,Name: ,CmBatt
,PathName: ,C:\Windows\system32\DRIVERS\CmBatt.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,cmdide
,Name: ,cmdide
,PathName: ,C:\Windows\system32\DRIVERS\cmdide.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,AO Kaspersky Lab Cryptographic Module x86 (56 bit)
,Name: ,cm_km
,PathName: ,C:\Windows\system32\DRIVERS\cm_km.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,CNG
,Name: ,CNG
,PathName: ,C:\Windows\system32\Drivers\cng.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Compbatt
,Name: ,Compbatt
,PathName: ,C:\Windows\system32\DRIVERS\compbatt.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Composite Bus Enumerator Driver
,Name: ,CompositeBus
,PathName: ,C:\Windows\system32\DRIVERS\CompositeBus.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Crcdisk Filter Driver
,Name: ,crcdisk
,PathName: ,C:\Windows\system32\DRIVERS\crcdisk.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Offline Files Driver
,Name: ,CSC
,PathName: ,C:\Windows\system32\drivers\csc.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,DFS Namespace Client Driver
,Name: ,DfsC
,PathName: ,C:\Windows\system32\Drivers\dfsc.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,System Attribute Cache
,Name: ,discache
,PathName: ,C:\Windows\system32\drivers\discache.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Disk Driver
,Name: ,Disk
,PathName: ,C:\Windows\system32\DRIVERS\disk.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft Trusted Audio Drivers
,Name: ,drmkaud
,PathName: ,C:\Windows\system32\drivers\drmkaud.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,LDDM Graphics Subsystem
,Name: ,DXGKrnl
,PathName: ,C:\Windows\system32\drivers\dxgkrnl.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Broadcom NetXtreme II 10 GigE VBD
,Name: ,ebdrv
,PathName: ,C:\Windows\system32\DRIVERS\evbdx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,ElRawDisk
,Name: ,ElRawDisk
,PathName: ,\??\C:\Windows\system32\drivers\rsdrv.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,elxstor
,Name: ,elxstor
,PathName: ,C:\Windows\system32\DRIVERS\elxstor.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Hardware Error Device Driver
,Name: ,ErrDev
,PathName: ,C:\Windows\system32\DRIVERS\errdev.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,exFAT File System Driver
,Name: ,exfat
,PathName: ,C:\Windows\system32\drivers\exfat.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,FAT12/16/32 File System Driver
,Name: ,fastfat
,PathName: ,C:\Windows\system32\drivers\fastfat.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Floppy Disk Controller Driver
,Name: ,fdc
,PathName: ,C:\Windows\system32\DRIVERS\fdc.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,File Information FS MiniFilter
,Name: ,FileInfo
,PathName: ,C:\Windows\system32\drivers\fileinfo.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Filetrace
,Name: ,Filetrace
,PathName: ,C:\Windows\system32\drivers\filetrace.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Floppy Disk Driver
,Name: ,flpydisk
,PathName: ,C:\Windows\system32\DRIVERS\flpydisk.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,FltMgr
,Name: ,FltMgr
,PathName: ,C:\Windows\system32\drivers\fltmgr.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,File System Dependency Minifilter
,Name: ,FsDepends
,PathName: ,C:\Windows\system32\drivers\FsDepends.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Bitlocker Drive Encryption Filter Driver
,Name: ,fvevol
,PathName: ,C:\Windows\system32\DRIVERS\fvevol.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft Generic AGPv3.0 Filter for K8 Processor Platforms
,Name: ,gagp30kx
,PathName: ,C:\Windows\system32\DRIVERS\gagp30kx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Hauppauge Consumer Infrared Receiver
,Name: ,hcw85cir
,PathName: ,C:\Windows\system32\drivers\hcw85cir.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft 1.1 UAA Function Driver for High Definition Audio Service
,Name: ,HdAudAddService
,PathName: ,C:\Windows\system32\drivers\HdAudio.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft UAA Bus Driver for High Definition Audio
,Name: ,HDAudBus
,PathName: ,C:\Windows\system32\DRIVERS\HDAudBus.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,HID UPS Battery Driver
,Name: ,HidBatt
,PathName: ,C:\Windows\system32\DRIVERS\HidBatt.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Bluetooth HID Miniport
,Name: ,HidBth
,PathName: ,C:\Windows\system32\DRIVERS\hidbth.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Infrared HID Driver
,Name: ,HidIr
,PathName: ,C:\Windows\system32\DRIVERS\hidir.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft HID Class Driver
,Name: ,HidUsb
,PathName: ,C:\Windows\system32\DRIVERS\hidusb.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,HpSAMD
,Name: ,HpSAMD
,PathName: ,C:\Windows\system32\DRIVERS\HpSAMD.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,HTC Device Driver
,Name: ,HTCAND32
,PathName: ,C:\Windows\system32\Drivers\ANDROIDUSB.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,HTTP
,Name: ,HTTP
,PathName: ,C:\Windows\system32\drivers\HTTP.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Hardware Policy Driver
,Name: ,hwpolicy
,PathName: ,C:\Windows\system32\drivers\hwpolicy.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,i8042 Keyboard and PS/2 Mouse Port Driver
,Name: ,i8042prt
,PathName: ,C:\Windows\system32\DRIVERS\i8042prt.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,iaStorV
,Name: ,iaStorV
,PathName: ,C:\Windows\system32\DRIVERS\iaStorV.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,IDMWFP
,Name: ,IDMWFP
,PathName: ,C:\Windows\system32\DRIVERS\idmwfp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,iirsp
,Name: ,iirsp
,PathName: ,C:\Windows\system32\DRIVERS\iirsp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,intelide
,Name: ,intelide
,PathName: ,C:\Windows\system32\DRIVERS\intelide.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Intel Processor Driver
,Name: ,intelppm
,PathName: ,C:\Windows\system32\DRIVERS\intelppm.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,IP Traffic Filter Driver
,Name: ,IpFilterDriver
,PathName: ,C:\Windows\system32\DRIVERS\ipfltdrv.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,IPMIDRV
,Name: ,IPMIDRV
,PathName: ,C:\Windows\system32\DRIVERS\IPMIDrv.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,IP Network Address Translator
,Name: ,IPNAT
,PathName: ,C:\Windows\system32\drivers\ipnat.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,IR Bus Enumerator
,Name: ,IRENUM
,PathName: ,C:\Windows\system32\drivers\irenum.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,isapnp
,Name: ,isapnp
,PathName: ,C:\Windows\system32\DRIVERS\isapnp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,iScsiPort Driver
,Name: ,iScsiPrt
,PathName: ,C:\Windows\system32\DRIVERS\msiscsi.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Keyboard Class Driver
,Name: ,kbdclass
,PathName: ,C:\Windows\system32\DRIVERS\kbdclass.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Keyboard HID Driver
,Name: ,kbdhid
,PathName: ,C:\Windows\system32\DRIVERS\kbdhid.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,Degraded
,Description: ,kl1
,Name: ,kl1
,PathName: ,C:\Windows\system32\DRIVERS\kl1.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab klbackupdisk
,Name: ,klbackupdisk
,PathName: ,C:\Windows\system32\DRIVERS\klbackupdisk.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab klbackupflt
,Name: ,klbackupflt
,PathName: ,C:\Windows\system32\DRIVERS\klbackupflt.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,kldisk
,Name: ,kldisk
,PathName: ,C:\Windows\system32\DRIVERS\kldisk.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab Kernel DLL
,Name: ,klflt
,PathName: ,C:\Windows\system32\DRIVERS\klflt.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab service driver
,Name: ,klhk
,PathName: ,C:\Windows\system32\DRIVERS\klhk.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab Driver
,Name: ,KLIF
,PathName: ,C:\Windows\system32\DRIVERS\klif.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Anti-Virus NDIS 6 Filter
,Name: ,KLIM6
,PathName: ,C:\Windows\system32\DRIVERS\klim6.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Lab KLKBDFLT
,Name: ,klkbdflt
,PathName: ,C:\Windows\system32\DRIVERS\klkbdflt.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,Degraded
,Description: ,Kaspersky Lab KLMOUFLT
,Name: ,klmouflt
,PathName: ,C:\Windows\system32\DRIVERS\klmouflt.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
